100,2,0.0001,0.5,0.3,0.5,0.5,0.5,
100,3,0.0001,0.5,0.3,0.5,0.5,0.5,
100,4,0.0001,0.5,0.3,0.5,0.5,0.5,
100,5,0.0001,0.5,0.3,0.5,0.5,0.5,
100,6,0.0001,0.5,0.3,0.5,0.5,0.5,
100,7,0.0001,0.5,0.3,0.5,0.5,0.5,
100,8,0.0001,0.5,0.3,0.5,0.5,0.5,
100,9,0.0001,0.5,0.3,0.5,0.5,0.5,
100,10,0.0001,0.5,0.3,0.5,0.5,0.5,
100,11,0.0001,0.5,0.3,0.5,0.5,0.5,
100,12,0.0001,0.5,0.3,0.5,0.5,0.5,
100,13,0.0001,0.5,0.3,0.5,0.5,0.5,
100,14,0.0001,0.5,0.3,0.5,0.5,0.5,
100,15,0.0001,0.5,0.3,0.5,0.5,0.5,
100,16,0.0001,0.5,0.3,0.5,0.5,0.5,
100,17,0.0001,0.5,0.3,0.5,0.5,0.5,
100,18,0.0001,0.5,0.3,0.5,0.5,0.5,
100,19,0.0001,0.5,0.3,0.5,0.5,0.5,
100,20,0.0001,0.5,0.3,0.5,0.5,0.5,
100,21,0.0001,0.5,0.3,0.5,0.5,0.5,
